unique_id,sets,original_image,segmentation_image
000305,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000305.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000305.png?raw=true
000307,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000307.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000307.png?raw=true
000310,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000310.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000310.png?raw=true
000311,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000311.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000311.png?raw=true
000312,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000312.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000312.png?raw=true
000314,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000314.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000314.png?raw=true
000315,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000315.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000315.png?raw=true
000316,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000316.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000316.png?raw=true
000317,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000317.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000317.png?raw=true
000318,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000318.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000318.png?raw=true
000319,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000319.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000319.png?raw=true
000401,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000401.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000401.png?raw=true
000402,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000402.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000402.png?raw=true
000404,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000404.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000404.png?raw=true
000405,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000405.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000405.png?raw=true
000406,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000406.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000406.png?raw=true
000408,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000408.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000408.png?raw=true
000409,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000409.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000409.png?raw=true
000410,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000410.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000410.png?raw=true
000412,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000412.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000412.png?raw=true
000415,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000415.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000415.png?raw=true
000420,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000420.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000420.png?raw=true
000501,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000501.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000501.png?raw=true
000503,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000503.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000503.png?raw=true
000504,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000504.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000504.png?raw=true
000509,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000509.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000509.png?raw=true
000510,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000510.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000510.png?raw=true
000511,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000511.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000511.png?raw=true
000512,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000512.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000512.png?raw=true
000513,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000513.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000513.png?raw=true
000514,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000514.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000514.png?raw=true
000515,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000515.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000515.png?raw=true
000516,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000516.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000516.png?raw=true
000518,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000518.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000518.png?raw=true
000601,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000601.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000601.png?raw=true
000602,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000602.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000602.png?raw=true
000603,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000603.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000603.png?raw=true
000604,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000604.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000604.png?raw=true
000605,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000605.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000605.png?raw=true
000606,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000606.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000606.png?raw=true
000607,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000607.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000607.png?raw=true
000609,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000609.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000609.png?raw=true
000610,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000610.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000610.png?raw=true
000611,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000611.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000611.png?raw=true
000612,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000612.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000612.png?raw=true
000614,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000614.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000614.png?raw=true
000616,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000616.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000616.png?raw=true
000617,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000617.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000617.png?raw=true
000619,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000619.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000619.png?raw=true
000620,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000620.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000620.png?raw=true
000703,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000703.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000703.png?raw=true
000704,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000704.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000704.png?raw=true
000706,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000706.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000706.png?raw=true
000707,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000707.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000707.png?raw=true
000708,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000708.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000708.png?raw=true
000709,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000709.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000709.png?raw=true
000710,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000710.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000710.png?raw=true
000711,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000711.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000711.png?raw=true
000712,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000712.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000712.png?raw=true
000713,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000713.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000713.png?raw=true
000714,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000714.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000714.png?raw=true
000715,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000715.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000715.png?raw=true
000717,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000717.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000717.png?raw=true
000718,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000718.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000718.png?raw=true
000719,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000719.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000719.png?raw=true
000804,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000804.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000804.png?raw=true
000805,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000805.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000805.png?raw=true
000806,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000806.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000806.png?raw=true
000808,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000808.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000808.png?raw=true
000809,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000809.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000809.png?raw=true
000813,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000813.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000813.png?raw=true
000814,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000814.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000814.png?raw=true
000815,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000815.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000815.png?raw=true
000816,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000816.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000816.png?raw=true
000817,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000817.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000817.png?raw=true
000818,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000818.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000818.png?raw=true
000819,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000819.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000819.png?raw=true
000901,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000901.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000901.png?raw=true
000902,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000902.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000902.png?raw=true
000903,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000903.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000903.png?raw=true
000904,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000904.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000904.png?raw=true
000905,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000905.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000905.png?raw=true
000906,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000906.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000906.png?raw=true
000907,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000907.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000907.png?raw=true
000908,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000908.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000908.png?raw=true
000911,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000911.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000911.png?raw=true
000912,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000912.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000912.png?raw=true
000913,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000913.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000913.png?raw=true
000914,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000914.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000914.png?raw=true
000916,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000916.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000916.png?raw=true
000917,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000917.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000917.png?raw=true
000918,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000918.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000918.png?raw=true
000919,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000919.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000919.png?raw=true
000920,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/000920.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/000920.png?raw=true
001001,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001001.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001001.png?raw=true
001003,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001003.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001003.png?raw=true
001004,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001004.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001004.png?raw=true
001005,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001005.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001005.png?raw=true
001010,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001010.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001010.png?raw=true
001011,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001011.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001011.png?raw=true
001012,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001012.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001012.png?raw=true
001013,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001013.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001013.png?raw=true
001015,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001015.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001015.png?raw=true
001016,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001016.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001016.png?raw=true
001017,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001017.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001017.png?raw=true
001018,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001018.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001018.png?raw=true
001019,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001019.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001019.png?raw=true
001020,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001020.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001020.png?raw=true
001101,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001101.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001101.png?raw=true
001102,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001102.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001102.png?raw=true
001103,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001103.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001103.png?raw=true
001104,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001104.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001104.png?raw=true
001105,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001105.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001105.png?raw=true
001106,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001106.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001106.png?raw=true
001107,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001107.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001107.png?raw=true
001108,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001108.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001108.png?raw=true
001109,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001109.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001109.png?raw=true
001110,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001110.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001110.png?raw=true
001111,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001111.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001111.png?raw=true
001112,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001112.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001112.png?raw=true
001119,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001119.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001119.png?raw=true
001120,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001120.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001120.png?raw=true
001201,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001201.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001201.png?raw=true
001204,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001204.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001204.png?raw=true
001205,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001205.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001205.png?raw=true
001206,train,https://github.com/lisawen0707/soybean/blob/main/soybean/original_image/001206.jpg?raw=true,https://github.com/lisawen0707/soybean/blob/main/soybean/segmentation_image/001206.png?raw=true
